MIN.SAN.;CODICE SFM;EAN;PRODOTTO;ATC/GMP;GIACENZA;DITTA;PREZZO;IVA;P.P.
033122019;1691351;             ;ACQ PPI EUR*IN 500ML 1FL        ;V07AB  ;0000017;EUROSPITAL                    ;    1,28;10;    02,70
030649103;0231713;             ;ACQ PPI SALF*1FL 100ML VETRO    ;V07AB  ;0000002;SALF                          ;    1,71;10;    03,00
030649317;0216165;             ;ACQ PPI SALF*5F 2ML             ;V07AB  ;0000057;SALF                          ;    2,52;10;    04,00
030649267;0179788;             ;ACQ PPI SALF*5F 5ML             ;V07AB  ;0000052;SALF                          ;    3,10;10;    05,50
905435006;5435003;8031575099924;ACQUA AMOROSA  1X1LT            ;5AA    ;0001333;HUMANA AMOROSA                ;    1,13;22;    01,56
933153696;0044787;             ;ACQUA BORICA BAGNO OCUL STER ZET;7BB3   ;0000123;ZETA FARMACEUTICI             ;    2,86;22;    06,90
933201752;0049801;             ;ACQUA BORICA BGN OCUL STE500 VIT;7BB3   ;0000286;MARCO VITI SPA                ;    2,78;22;    07,20
031041015;0555516;8010161000483;ACQUA BORICA 3% 500ML FADEM     ;D08AD  ;0000038;FADEM                         ;    2,15;10;    05,40
901536957;0289136;8022328100073;ACQUA CAMOMILLA 200ML           ;6AC5A  ;0000002;L'ERBOLARIO                   ;    7,55;22;    12,90
951464080;0362657;3522931003310;ACQUA D'UVA 300ML 2025          ;6AD4   ;0000018;CAUDALIE                      ;    9,34;22;    16,90
933455584;0055733;             ;ACQUA DELLE TERME ABANO SPRAY   ;7BB2A  ;0000034;NEOGEN                        ;    6,68;22;    11,50
901548723;1548726;             ;ACQUA DEPUR 1000ML FADEM        ;1AC2   ;0000234;FADEM                         ;    1,55;10;    03,30
985824402;0282350;             ;ACQUA DEPURATA AROM FU 1000ML   ;1AC2   ;0000327;MONTEFARMACO  SPA             ;    1,89;10;    03,30
980810194;0280753;3701052004646;ACQUA GELIFICATA P/USO ALBICOCCA;4AA2B52;0000004;PHARMAELLE                    ;   13,39;10;    21,90
971671452;0169662;3433422408357;ACQUA MICELLARE P GRASSA 200ML  ;6AC5A  ;0000039;L'OREAL POSAY                 ;    7,73;22;    15,00
971671464;0169663;3337872412516;ACQUA MICELLARE P GRASSA 400ML  ;6AC5A  ;0000018;L'OREAL POSAY                 ;   10,46;22;    19,99
971671425;0169660;3337875528092;ACQUA MICELLARE P REATT 200ML   ;6AC5A  ;0000033;L'OREAL POSAY                 ;    7,76;22;    15,00
971671437;0169661;3337875528108;ACQUA MICELLARE P REATT 400ML   ;6AC5A  ;0000031;L'OREAL POSAY                 ;   10,57;22;    20,50
904547799;4547790;8000246005441;ACQUA OSSIG 10VOL 1LT ZABB      ;6AD8X  ;0000305;FARMAC-ZABBAN                 ;    2,21;22;    06,20
988194332;0303412;8000246054173;ACQUA OSSIGENATA 10V 250ML SF+  ;1AC2   ;0002015;SOFARMAPIU'                   ;    0,60;22;    01,70
945102085;0288124;8054110370371;ACQUA PROFUMATA BERGAMOT PATCH  ;6AD4   ;0000015;ZETA FARMACEUTICI PROMO       ;    5,12;22;    09,90
945101881;0288116;8054110370173;ACQUA PROFUMATA PETALI ROSA     ;6AD4   ;0000016;ZETA FARMACEUTICI PROMO       ;    4,60;22;    09,90
989928573;0353880;8059591081198;ACQUA SIRMIONE KIDS GOCCE NAS   ;6AC3A  ;0000001;MENARINI OTC                  ;    8,04;22;    14,90
909089031;9089038;8033772636155;ACQUA SIRMIONE 6FL SPY NAS      ;5AB    ;0000540;MENARINI OTC                  ;    5,90;22;    14,90
974386157;0199310;             ;ACQUA TERME ABANO IPER 3% 15F   ;7BB2A  ;0000008;NEOGEN                        ;    4,59;22;    08,90
901536983;0257586;8022328100158;ACQUA TIGLIO 200ML              ;6AC5A  ;0000036;L'ERBOLARIO                   ;    7,69;22;    12,90
934769959;0150004;             ;ACQUA-OSS 10VOL 1 LT FADEM      ;7AC1D01;0000100;FADEM                         ;    1,63;22;    04,00
939969111;9969118;8033447494110;ACQUAGEL ALIM DIET ARA 20BS 5G  ;4AA2B51;0000107;FOODAR RESEARCH               ;   26,90;10;    37,00
904698065;4698064;             ;ACQUASAL-TERMAL 20F 5ML         ;7BB2A  ;0000041;SCHARPER                      ;    8,13;22;    14,00
944099136;0229144;             ;ACRISTART SMP GEL 15ML          ;6AE2X  ;0000015;PMS PHARMA                    ;   15,94;22;    26,50
920036629;0036620;             ;ACRONELLE 30CPS 13,8G           ;4AA2F35;0000016;BROMATECH SRL                 ;   13,79;10;    25,00
800238139;023813O;8013901001801;ACTAEA RACEM(CIMICIF)5CH  CEMON ;2AA1B03;0000012;CEMON SRL                     ;    5,32;10;    09,50
800886968;088696O;8013901117236;ACTAEA RACEMOSA 12CH GR CEMON   ;2AA1B03;0000001;CEMON SRL                     ;    5,22;10;    09,50
800243483;024348O;8013901016669;ACTAEA RACEMOSA 30CH GR CEMON   ;2AA1B03;0000013;CEMON SRL                     ;    5,32;10;    09,50
046364713;0243435;             ;ACTAEA RACEMOSA*200CH GL 1G BO  ;V03AX  ;0000001;BOIRON SRL                    ;    4,98;10;    09,30
983718685;0275905;8033650120752;ACTASTIL SOLUZIONE OFTALMICAGTT ;8AD1H  ;0000041;TREBIFARMA OMS                ;    9,89;22;    17,50
972760577;0174930;8025767622731;ACTEA OTO EMULSIONE OTOLOG30ML  ;8AD1I  ;0000003;CANDIOLI VETERINARI           ;   13,43;22;    24,80
926115775;0080729;8025767011313;ACTEA OTO EMULSIONE 15ML VET    ;8AD1I  ;0000005;CANDIOLI VETERINARI           ;    9,15;22;    17,00
045817133;0201740;             ;ACTEA RACEMOS*30CH 80GR 4G HERIN;V03AX  ;0000005;HERING                        ;    3,46;10;    06,20
930577402;0004634;             ;ACTENACOL GOCCE 12ML            ;4AA2F08;0000314;DICOFARM SPA                  ;    8,89;10;    14,50
904013695;4013694;             ;ACTENACOL SCIR 60ML             ;4AA2F08;0000138;DICOFARM SPA                  ;   11,41;10;    18,00
905641609;5641609;             ;ACTIBUTIR PLUS 30CPS            ;4AA2B99;0000287;CORTEX                        ;   11,92;10;    19,50
903035020;3035029;8059173430505;ACTICOLON 30CPS 12G             ;4AA2F35;0000030;AVD REFORM                    ;   12,46;10;    19,50
933950279;0066739;8056182150257;ACTIDERMA CREMA 75ML            ;6AD9   ;0000080;LABORATORIO TERAP             ;    9,33;22;    14,80
021102037;0011221;             ;ACTIFED COMPOSTO*SCIR 100ML     ;R05DA20;0000150;JOHNSON&JOHNSON               ;    6,51;10;    13,58
040282016;0018308;             ;ACTIFED DECONGEST*SPRAY 10ML    ;R01AA07;0004352;JOHNSON&JOHNSON               ;    4,24;10;    11,78
018723080;0011205;             ;ACTIFED 12 CPR                  ;R01BA52;0000742;JOHNSON&JOHNSON               ;    6,74;10;    14,11
905175081;5175089;             ;ACTIFORM BS 90G                 ;4AA2F31;0000021;BIOGROUP SRL                  ;   14,69;10;    22,80
930271022;0032613;8059173431250;ACTIGERM GOLA SPRAY 20ML        ;4AA2F23;0000003;AVD REFORM                    ;    7,68;22;    12,00
902108671;0019859;8059173430727;ACTIGERM IMMUNFORTE 60CPS       ;4AA2F26;0000009;AVD REFORM                    ;   16,01;10;    25,00
024823080;0204246;             ;ACTIGRIP *12CPR 2,5+60+500MG    ;R01BA52;0000753;JOHNSON&JOHNSON               ;    6,35;10;    13,29
035400023;0101591;             ;ACTIGRIP GIORNOENOTTE*12+4CPR   ;N02BE51;0001533;JOHNSON&JOHNSON               ;    7,28;10;    15,21
041772017;0053114;             ;ACTIGRIP TOSSE MUCOL*FL 150ML   ;R05CA03;0000115;JOHNSON&JOHNSON               ;    4,73;10;    12,46
971975572;0170565;             ;ACTIMAR FIALOIDI 75ML           ;7BB2A  ;0000068;URIACH ITALY                  ;    9,85;22;    18,10
934512688;0097124;             ;ACTIMAR SOLUZIONE NAS IPERTON   ;7BB2A  ;0000037;URIACH ITALY                  ;    8,84;22;    15,60
900314752;0314757;8436029300616;ACTIMOUSSE-DET SCH ECOL 200ML   ;6AD5A  ;0000079;URIACH ITALY                  ;    9,01;22;    15,90
903605196;3605193;4042809165586;ACTIMOVE CERVICAL M             ;7AE2C02;0000003;BSN MEDICAL                   ;   15,29;04;    23,00
980427443;0220227;4042809701388;ACTIMOVE EVERYDAY CAVIGL EL L   ;7AE2A07;0000015;BSN MEDICAL                   ;    7,47;22;    11,90
980427456;0220228;4042809701395;ACTIMOVE EVERYDAY CAVIGL EL M   ;7AE2A07;0000002;BSN MEDICAL                   ;    7,95;22;    11,90
980427468;0220229;4042809701401;ACTIMOVE EVERYDAY CAVIGL EL S   ;7AE2A07;0000016;BSN MEDICAL                   ;    7,84;22;    11,90
980427482;0220232;4042809701548;ACTIMOVE EVERYDAY GINOCCH EL L  ;7AE2A08;0000001;BSN MEDICAL                   ;    9,70;22;    14,90
980427494;0220233;4042809701531;ACTIMOVE EVERYDAY GINOCCH EL M  ;7AE2A08;0000005;BSN MEDICAL                   ;    9,95;22;    14,90
982178838;0241666;4042809701319;ACTIMOVE EVERYDAY SUP POLS REG  ;7AE2A06;0000015;BSN MEDICAL                   ;    6,84;22;    10,90
989264395;0336033;4042809876673;ACTIMOVE LEUKOT K 5CMX5M BLU    ;7AC1A99;0000012;BSN MEDICAL                   ;   12,72;22;    21,50
989264371;0336031;4042809876635;ACTIMOVE LEUKOT K 5CMX5M CARNE  ;7AC1A99;0000011;BSN MEDICAL                   ;   12,81;22;    21,50
970297747;0193297;4042809483635;ACTIMOVE RHIZO FORTE M DX       ;7AE2X99;0000004;BSN MEDICAL                   ;   33,43;04;    51,30
980427607;0220247;4042809701470;ACTIMOVE SPORTS ED CAVIGL EL M  ;7AE2A07;0000006;BSN MEDICAL                   ;   10,62;22;    15,90
980427633;0220250;4042809701425;ACTIMOVE SPORTS ED GINOCCH L    ;7AE2A08;0000006;BSN MEDICAL                   ;   12,56;22;    18,90
980427645;0220251;4042809701432;ACTIMOVE SPORTS ED GINOCCH M    ;7AE2A08;0000011;BSN MEDICAL                   ;   11,64;22;    18,90
980427708;0220257;4042809701494;ACTIMOVE SPORTS ED POLS EL REG  ;7AE2A06;0000004;BSN MEDICAL                   ;    9,29;22;    13,90
989264458;0335286;4042809876970;ACTIMOVE TENSOB SALVAP 7CMX20M  ;7AC1A99;0000029;BSN MEDICAL                   ;    5,19;22;    08,60
989264496;0338727;4042809876499;ACTIMOVE TENSOPL EL 10CMX4,5M   ;7AC1A01;0000009;BSN MEDICAL                   ;   17,28;22;    28,60
989264484;0347008;4042809876475;ACTIMOVE TENSOPL EL 7,5CMX4,5M<>;7AC1A01;0000029;BSN MEDICAL                   ;   12,91;22;    22,20
924874579;0057293;8430351003061;ACTINICA LOTION 80ML            ;7BB7A  ;0000278;GALDERMA PRESCRIPTION         ;   18,18;22;    31,90
911951008;4979126;8023177004215;ACTINORM PASTA GATTI 65G        ;8AC2C  ;0000200;VET PARAF                     ;   10,23;22;    20,30
975446055;0186515;3411112974566;ACTINORM PRO 60CPR              ;8AC2C  ;0000116;VET PARAF                     ;   15,47;22;    29,80
043681028;0167962;             ;ACTISINU*12CPR 200MG+30MG       ;R01BA52;0000375;JOHNSON&JOHNSON               ;    6,49;10;    13,58
912664354;2664355;             ;ACTISORB SILV 220 10,5X10,5  3PZ;7AC1C99;0000008;3M TGA                        ;   14,19;22;    29,89
987405204;0288131;8059529080019;ACTISULF SULFORAFANO 30CPS VEG N;4AA2F08;0000059;SHERMAN TREE                  ;   20,88;10;    35,90
930923634;0006426;             ;ACTITUSS SCIROPPO 145ML         ;4AA2F25;0000078;URIACH ITALY                  ;   10,48;10;    16,70
930187113;0005356;8051882690645;ACTIVAGE COMPLEX CREMA 50ML     ;6AC5I99;0000002;OTI                           ;   26,68;22;    40,90
972066981;0172823;8032632600862;ACTIVDOL POMATA ARNICA 80G      ;6AD9   ;0000008;SELLA                         ;    7,50;22;    12,90
934421569;0077305;             ;ACTIVE DERM DETERGENTE 400ML    ;6AD1   ;0000007;SKIN ANGEL                    ;   11,82;22;    17,90
926242443;0078662;5021807397136;ACTIVE LIVER 30CPR NEW NORDIC   ;4AA2F08;0000022;NEW NORDIC                    ;   13,40;10;    29,95
935239614;0106725;5021807397150;ACTIVE LIVER 60CPR              ;4AA2F08;0000092;NEW NORDIC                    ;   22,39;10;    49,95
987257692;0285919;5021807007295;ACTIVE LIVER 60PAST GOMMOSE     ;4AA2F08;0000028;NEW NORDIC                    ;   12,12;10;    29,95
975083484;0245503;8023568262798;ACTIVE MEMORY SOLETTA BAMBOO42  ;6AE6A08;0000002;TECNIWORK                     ;    7,98;22;    14,90
984499261;0274073;8030936400744;ACTIVE PET ARTICOLAZIONI 60CPR  ;8AC2C  ;0000021;F&F                           ;   10,26;22;    19,90
984499273;0274074;8030936400751;ACTIVE PET CUTE E PELO 60PRL    ;8AC2C  ;0000005;F&F                           ;   10,47;22;    19,90
904917818;4917811;8388766158954;ACTIVEN 30CPR                   ;4AA2F12;0000018;SYFORM SRL                    ;   10,39;10;    18,90
904733870;4733879;             ;ACUFEN INTEG 15 CPR 600MG       ;4AA2F12;0000040;DECA                          ;   12,24;10;    18,78
939362568;9362561;             ;ACUFEN PLUS 30CPR               ;4AA2F12;0000103;DECA                          ;   16,47;10;    26,23
033222023;1056084;             ;ACULAR*COLL FL 5ML              ;S01BC05;0000005;ABBVIE                        ;    7,69;10;    12,30
926876881;0103245;4260351060023;ACULIPON COMP 30CPS             ;4AA2F15;0000015;DR CLAUS                      ;   15,10;10;    22,00
980192177;0212285;4260351060092;ACULIPON 600 30CPS              ;4AA2F15;0000018;DR CLAUS                      ;   19,22;10;    28,00
985001433;0279361;             ;ACUMAFERT 20BUST                ;4AA2F11;0000024;ACUMAPHARMA                   ;   21,69;10;    33,80
984622528;0267147;             ;ACUMAPROST 30CPS MOLLI          ;4AA2F11;0000045;ACUMAPHARMA                   ;   19,55;10;    29,80
931973604;0025559;             ;ACURELAX 30CPR                  ;4AA2F32;0000002;MAVEN PHARMA                  ;   14,26;10;    22,40
984099147;0270906;             ;ACUSEPT 40STICK PACK            ;4AA2F99;0000036;ASM                           ;   18,04;10;    29,00
984177713;0265503;8000036025529;ACUTIL ADULTI 55+ 24CPR         ;4AA2F15;0000244;ANGELINI CH                   ;   11,97;10;    22,95
930605288;0004017;8000036012796;ACUTIL FOSFORO ADVANCE 10FL     ;4AA2F31;0000126;ANGELINI CH                   ;    9,65;10;    19,60
930605264;0004016;8000036012789;ACUTIL FOSFORO ADVANCE 50CPR    ;4AA2F31;0000321;ANGELINI CH                   ;    9,93;10;    19,60
973605239;0196076;8000036021859;ACUTIL FOSFORO ENERGY S 3X60ML  ;4AA2F31;0000006;ANGELINI CH                   ;    4,54;10;    07,90
981080690;0226247;8000036025086;ACUTIL FOSFORO 12STICK          ;4AA2F31;0000078;ANGELINI CH                   ;   10,54;10;    19,60
978851121;0205576;8000036024256;ACUTIL FOSFORO 50CARAM GOMM     ;4AA2F31;0000096;ANGELINI CH                   ;    9,27;10;    16,30
989319722;0331996;8000036028940;ACUTIL UOMO 30CPR               ;4AA2F31;0000119;ANGELINI CH                   ;   10,26;10;    19,60
937023505;0167058;8000036020982;ACUTIL-DONNA 20CPR              ;4AA2F31;0000012;ANGELINI CH                   ;    9,84;10;    19,60
924522802;0061114;             ;ACUVAL VERT 20CPR 1,2G          ;4AA2F15;0000092;SCHARPER                      ;   13,92;10;    22,00
986783025;0300844;8017045015038;ACUVIS GOCCE OCULARI 10FL 0,5M  ;7BB3A  ;0000011;EURITALIA                     ;    5,36;10;    11,60
977624271;0209909;0610075052950;ADAPT 7737 RIMOZ ADS MEDIC SPR  ;7AE4X99;0000005;HOLLISTER SPA                 ;   10,53;04;    16,21
923758991;0065732;0610075205462;ADAPT 79300 PASTA STOMIA 60G    ;7AE4X01;0000026;HOLLISTER SPA                 ;    6,88;04;    10,58
903595445;3595444;             ;ADAPTIC MED STER 7,6X20,3CM 10PZ;7AC1C99;0000005;3M TGA                        ;   18,33;22;    34,96
983706060;0251027;3411113083953;ADAPTIL CHEW 30T                ;8AX    ;0000013;CEVA VETEM                    ;   19,75;22;    35,50
926828397;0103278;3411112119974;ADAPTIL COLLARE L               ;8AH1A  ;0000001;CEVA VETEM                    ;   20,49;22;    39,80
926828435;0103283;3411112133161;ADAPTIL SPRAY 60ML              ;8AX    ;0000004;CEVA VETEM                    ;   18,83;22;    35,80
941235018;0201853;             ;ADATTATORE CORRENTE INTEGRA SY  ;7AA1W  ;0000001;SAFETY                        ;   12,58;22;    23,65
906555343;655534O;             ;ADATTOMAP 60CPR 30G             ;4AA2F31;0000007;MAP ITALIA                    ;   19,17;10;    30,00
984925747;0311804;             ;ADCARDIO STOP 50G               ;4AA2F13;0000060;ADLER                         ;   10,78;10;    19,90
926085059;0167208;             ;ADDITIVA  VIT C 1000MG          ;4AA2F15;0000040;BILADI LTD                    ;    5,66;10;    09,90
988144554;0332566;             ;ADDREN ANANAS 500ML             ;4AA2F19;0000010;ADLER                         ;   12,92;10;    24,00
930045366;0045363;             ;ADEFLUVINA-RETARD INTEG 30CPR   ;4AA2F20;0000164;VALDERMA                      ;   17,22;10;    27,00
983389420;0248308;             ;ADEGEN 10BUST                   ;4AA2F99;0000059;SAGE PHARMA                   ;   12,21;10;    21,00
987320936;0308213;8030936800087;ADEGUA ACTIVE ARNICA 91% FORTE  ;6AD9   ;0000025;CODEFAR                       ;    4,58;22;    07,90
983773918;0311892;             ;ADENERGY 60CPR                  ;4AA2F15;0000017;ADLER                         ;   10,71;10;    19,90
932996996;0041868;             ;ADENOMIX ALFA 30CPR             ;4AA2F11;0003204;BIO-STILOGIT                  ;   13,96;10;    23,20
983793023;0253017;8057506980130;ADENOPROST 30SOFT GEL           ;4AA2F11;0000086;TUSCOPHARM SRL                ;   14,89;10;    23,90
905351514;5351515;8032715408149;ADENOSIL MASCHERA 200ML         ;6AA2X  ;0000020;DIFA COOPER SPA               ;   16,54;22;    26,50
905351526;5351523;8032715360386;ADENOSIL SH C/ATODINA 200ML     ;6AA1F  ;0000066;DIFA COOPER SPA               ;    7,69;22;    13,90
982531992;0243659;3282770146585;ADERMA A-D BIOLOGY ACQ MI200ML  ;6AC5A  ;0000020;PIERRE FABRE                  ;    7,47;22;    14,90
982532362;0243660;3282770146578;ADERMA A-D BIOLOGY ACQ MI400ML  ;6AC5A  ;0000034;PIERRE FABRE                  ;    8,83;22;    17,90
982532398;0243663;3282770146646;ADERMA A-D BIOLOGY CR LEGG40ML  ;6AC5I01;0000053;PIERRE FABRE                  ;   12,30;22;    22,90
982532412;0243664;3282770146615;ADERMA A-D BIOLOGY CR RICC40ML  ;6AC5I01;0000009;PIERRE FABRE                  ;   11,49;22;    22,90
987337654;0300635;3282770393224;ADERMA A-D BIOLOGY SIERO ENERG  ;6AC5X  ;0000005;PIERRE FABRE                  ;   17,69;22;    34,90
982532424;0243665;3282770146691;ADERMA A-D BIOLOGY TRATT ANTIR  ;6AC5I03;0000116;PIERRE FABRE                  ;   13,33;22;    26,90
982532448;0243666;3282770146677;ADERMA A-D BIOLOGY TRATT LENIT  ;6AC5I01;0000004;PIERRE FABRE                  ;   13,33;22;    26,90
979021639;0204582;3282770209648;ADERMA A-D CUTALGAN SPRAY 100ML ;6AD9   ;0000093;PIERRE FABRE                  ;    9,65;22;    19,90
983674870;0350469;3282770398250;ADERMA A-D PROT SPR50+ 200ML    ;6AD6   ;0000008;PIERRE FABRE                  ;   13,87;22;    28,50
971552171;0170649;3282770072754;ADERMA A-D PROTECT AC FLU M50+  ;6AD6   ;0000031;PIERRE FABRE                  ;    9,07;22;    21,90
971552183;0170650;3282770072778;ADERMA A-D PROTECT AH LATTE RE  ;6AD6   ;0000011;PIERRE FABRE                  ;   10,23;22;    22,90
975429503;0195804;3282770202144;ADERMA A-D PROTECT FLUIDO INV   ;6AC5F  ;0000054;PIERRE FABRE                  ;    9,34;22;    21,50
982977326;0254440;3282770150407;ADERMA A-D PROTECT FLUIDO P50+  ;6AC5F  ;0000008;PIERRE FABRE                  ;    7,61;22;    16,90
971551460;0170644;3282770072747;ADERMA A-D PROTECT KIDS SPR50+<<;7AF6D06;0000014;PIERRE FABRE                  ;   12,42;22;    27,50
971552120;0170645;3282770072730;ADERMA A-D PROTECT SPRAY 50+<<  ;6AD6   ;0000001;PIERRE FABRE                  ;   12,90;22;    27,50
